TICKER,Date,Open,High,Low,Close,Adj Close,Volume,H-L,C-O,7 DAYS MA,14 DAYS MA,21 DAYS MA,7 DAYS STD DEV,Next Day Close
EXCL.JK,2019-05-30,2900,2900,2900,2900,2784.996826,0,0,0,2762.857143,2728.571429,2782.380952,88.26367424,2860
EXCL.JK,2019-05-31,2900,2980,2790,2860,2746.583008,20433200,190,-40,2795.714286,2726.428571,2781.428571,90.71147352,2860
EXCL.JK,2019-06-03,2860,2860,2860,2860,2746.583008,0,0,0,2827.142857,2733.571429,2785.238095,61.02302454,2860
EXCL.JK,2019-06-04,2860,2860,2860,2860,2746.583008,0,0,0,2844.285714,2740,2789.047619,47.90864322,2860
EXCL.JK,2019-06-05,2860,2860,2860,2860,2746.583008,0,0,0,2854.285714,2755,2789.52381,41.57609203,2860
EXCL.JK,2019-06-06,2860,2860,2860,2860,2746.583008,0,0,0,2861.428571,2776.428571,2783.809524,36.70993119,2860
EXCL.JK,2019-06-07,2860,2860,2860,2860,2746.583008,0,0,0,2871.428571,2799.285714,2779.047619,19.51800146,2940
EXCL.JK,2019-06-10,2950,3020,2910,2940,2823.410645,14450100,110,-10,2865.714286,2814.285714,2774.285714,15.11857892,2940
EXCL.JK,2019-06-11,2980,3000,2920,2940,2823.410645,5801400,80,-40,2871.428571,2833.571429,2774.761905,30.23715784,2900
EXCL.JK,2019-06-12,2980,2980,2860,2900,2784.996826,6123100,120,-80,2882.857143,2855,2783.333333,39.03600292,2860
EXCL.JK,2019-06-13,2850,2870,2810,2860,2746.583008,8567800,60,10,2888.571429,2866.428571,2789.52381,38.04758925,2860
EXCL.JK,2019-06-14,2860,2930,2840,2860,2746.583008,5537200,90,0,2888.571429,2871.428571,2799.52381,38.04758925,2850
EXCL.JK,2019-06-17,2900,2900,2820,2850,2736.979492,2026100,80,-50,2888.571429,2875,2813.809524,38.04758925,2910
EXCL.JK,2019-06-18,2850,2930,2850,2910,2794.600098,6053800,80,60,2887.142857,2879.285714,2828.571429,39.46064948,null
EXCL.JK,2019-06-19,null,null,null,null,null,null,#VALUE!,#VALUE!,2894.285714,2880,2840.952381,38.23486317,2990
EXCL.JK,2019-06-20,3050,3050,2980,2990,2871.427734,10083200,70,-60,2886.666667,2878.461538,2849.5,35.59026084,2900
EXCL.JK,2019-06-21,3000,3040,2850,2900,2784.996826,8630700,190,-100,2895,2888.461538,2867,52.44044241,2860
EXCL.JK,2019-06-24,2910,2950,2830,2860,2746.583008,2968700,120,-50,2895,2891.538462,2875,52.44044241,2860
EXCL.JK,2019-06-25,2830,2900,2830,2860,2746.583008,4768200,70,30,2895,2891.538462,2878.5,52.44044241,2920
EXCL.JK,2019-06-26,2870,2930,2870,2920,2804.203613,4080800,60,50,2895,2891.538462,2881,52.44044241,2920
EXCL.JK,2019-06-27,2930,2950,2890,2920,2804.203613,4830300,60,-10,2906.666667,2896.153846,2887.5,48.02776974,2980
EXCL.JK,2019-06-28,2950,3010,2910,2980,2861.824219,16338700,100,30,2908.333333,2900.769231,2888.5,48.33908012,2990
EXCL.JK,2019-07-01,3000,3040,2950,2990,2871.427734,7193000,90,-10,2918.571429,2903.846154,2892.5,51.77791403,2960
